0.8920370968	automod
0.8920242874	joseph
0.8920230762	ponder
0.8920120358	emerald
0.8919838921	haskell
0.8919800248	aachen
0.8919657585	mehr
0.8919551282	vienna
0.8919492464	lee
0.8919419099	munich
0.8918797693	telco
0.8918752432	rivest
0.8918744341	flora
0.8917775225	scott
0.8917726420	slovenian
0.8917562951	ptime
0.8917124139	diagrammatic
0.8916567784	captchas
0.8916557330	uppaal
0.8916245162	greenhouse
0.8916215447	koala
0.8916197357	wedge
0.8915690759	romanian
0.8915204615	goldreich
0.8915122763	spec
0.8915053906	aurora
0.8914210190	brazilian
0.8913763198	chris
0.8913620728	apache
0.8913323344	xquery
0.8913175037	mills
0.8912951042	chu
0.8912597285	boole
0.8912561101	mosfets
0.8912541816	colorado
0.8912180044	infomax
0.8912150567	bicmos
0.8912020289	hera
0.8912014534	gupta
0.8911557402	analytics
0.8911514831	algol
0.8911313367	drosophila
0.8911148431	herbrand
0.8911070320	kaleidoscope
0.8910980970	alexander
0.8910710104	hsu
0.8910631975	tri
0.8910449608	aspectj
0.8910360052	unicore
0.8910286798	cooper
0.8910014635	nusmv
0.8909808751	wasp
0.8909681549	bioinspired
0.8909472970	lunar
0.8909418543	alaska
0.8909299888	apples
0.8909208483	hilbert's
0.8908772651	edward
0.8908718849	smalltalk
0.8908445773	fischer
0.8908219658	netflow
0.8907923657	hans
0.8907903094	mos
0.8907877664	drip
0.8907782138	pascal
0.8907678060	waveguides
0.8907239792	scrum
0.8906959025	valley
0.8906396693	chord
0.8905996612	oscar
0.8905957160	hwang
0.8905928693	polinsar
0.8905557164	darwin
0.8905519628	maryland
0.8905324407	integrierte
0.8905147801	kepler
0.8904943302	lucid
0.8904727746	arcade
0.8904490725	skolem
0.8904471276	jim
0.8904454655	syn
0.8904393087	amazon.com
0.8904139867	angel
0.8904082275	lapack
0.8903932415	navy
0.8903699009	mammography
0.8903664701	moby
0.8903567657	mapper
0.8903509107	telecom
0.8903466915	google's
0.8903014883	fellows
0.8902649310	annex
0.8902633582	louisiana
0.8902531615	photoshop
0.8902477519	shamir
0.8902300051	irvine
0.8902235022	kinect
0.8902219908	athena
0.8902195600	arrow
0.8902179372	powerpoint
0.8901993663	coral
0.8901749179	projekt
0.8901405559	paul
0.8901403094	modis
0.8901349183	snort
0.8901213258	bluej
0.8900849183	aqua
0.8900695917	multiframe
0.8900679224	unix
0.8900589923	flickr
0.8900515894	bath
0.8900493569	renal
0.8900306563	memorial
0.8900024390	cadence
0.8899663760	opus
0.8899579629	siggraph
0.8899387278	murphy
0.8899386594	promodel
0.8899307250	async
0.8899290335	simulink
0.8898990616	weibull
0.8898874713	cook
0.8898706851	norwegian
0.8898245257	helicopter
0.8898233097	specc
0.8898161972	braille
0.8897995804	rainbow
0.8897872588	automatische
0.8897641104	harmony
0.8897464778	washington
0.8896655039	ming
0.8896575381	poincaré
0.8896476062	prophet
0.8896421613	amd
0.8896123827	louis
0.8895893657	freebsd
0.8895860093	edinburgh
0.8895751195	pubmed
0.8895462408	gestalt
0.8895403094	blast
0.8895024390	eric
0.8895024390	tim
0.8894811571	mitsubishi
0.8894460294	lin
0.8894454655	wk
0.8894274270	savage
0.8893113088	dwarf
0.8892934361	babel
0.8892923573	tutor
0.8892777712	webgis
0.8892757888	eigen
0.8892757395	lustre
0.8892480970	oregon
0.8892438117	jain
0.8892435210	lingo
0.8892271647	mizar
0.8892042263	homogenization
0.8891814541	ding
0.8891757755	lipschitz
0.8891661766	yang
0.8891446861	cream
0.8891306906	mantis
0.8891074338	aix
0.8890895512	doom
0.8890893657	taiwanese
0.8890888316	genesis
0.8890723222	opengl
0.8890708472	amazon
0.8890539413	iraqi
0.8890300597	fluoroscopy
0.8890183010	cliff
0.8890150112	morphosys
0.8889983297	astro
0.8889945423	pll
0.8889887389	arctic
0.8889881734	lang
0.8889719206	crown
0.8889646091	albert
0.8889444946	massachusetts
0.8889397602	hermite
0.8889374719	rouge
0.8889308751	lime
0.8888999984	comma
0.8888955615	tarski
0.8888940776	archimedean
0.8888822217	welsh
0.8888706922	loom
0.8888502988	diaspora
0.8888457667	guitar
0.8888440208	silk
0.8888103045	el
0.8888042732	johnson
0.8887976473	estonian
0.8887745758	trivium
0.8887702336	arabic
0.8887672252	lasso
0.8887660951	spade
0.8887459681	serpent
0.8887354429	silver
0.8887322240	gödel
0.8887012204	portuguese
0.8886903541	taiwan
0.8886810836	pegasus
0.8886793713	aster
0.8886667995	acl2
0.8886517022	ia32
0.8886490528	acm's
0.8886483406	polish
0.8886221378	shrimp
0.8886128295	fedora
0.8885829215	saxophone
0.8885645048	mobil
0.8885315611	shogi
0.8885176300	ada
0.8885151992	bittorrent
0.8884899355	snack
0.8884696701	microgrid
0.8884680642	bioconductor
0.8884650370	infiniband
0.8884638613	programmierung
0.8884529228	bayer
0.8884485202	sexual
0.8884154313	scar
0.8883639897	chile
0.8882962472	typhoon
0.8882792810	tetris
0.8882469255	webdav
0.8882021958	keynote
0.8881993663	daisy
0.8881945954	prozessen
0.8881749179	england
0.8881573729	rio
0.8880888316	cosmic
0.8880640084	python
0.8880486955	sugar
0.8880434411	panelists
0.8880282331	taipei
0.8880165370	mentor
0.8879918257	birch
0.8879794758	inspector
0.8879719503	synopsys
0.8879678060	metalevel
0.8879637820	cauchy
0.8879637820	ethernet
0.8879620951	mash
0.8879490498	harbor
0.8879320212	maude
0.8879085766	helsinki
0.8879019110	creek
0.8878881749	wilson
0.8878559199	x10
0.8878523348	twain
0.8878514883	pharmacophore
0.8878490083	friend
0.8878481646	stateflow
0.8878381552	kyoto
0.8878379285	eu
0.8878354521	logcfl
0.8878276628	vdd
0.8877744331	aerospace
0.8877364948	programm
0.8877124489	cubical
0.8877066877	wool
0.8876678802	andy
0.8876657391	william
0.8876311442	coq
0.8876222568	nomad
0.8876130630	lotus
0.8875935638	honeycomb
0.8875917467	norway
0.8875829886	coriolis
0.8875488982	milan
0.8875308328	peng
0.8875294961	legion
0.8875175914	kurt
0.8875085736	modeller
0.8875082512	richard
0.8874893326	lake
0.8874789984	farmer
0.8874667464	appl
0.8874660202	bender
0.8874576804	yager
0.8874452498	recorder
0.8874438737	nasa
0.8874014426	mica2
0.8873932415	chan
0.8873917478	rogers
0.8873874424	twitter
0.8873848216	sentient
0.8873705837	automaten
0.8873579945	cie
0.8873536953	sensornets
0.8873507513	youtube
0.8873217085	contactless
0.8873003721	scatterometer
0.8872985623	promela
0.8872791155	multidomain
0.8872716158	unternehmen
0.8872695917	polycyclic
0.8872670639	shim
0.8872555114	graz
0.8872504621	cox
0.8872254751	stork
0.8872069761	html
0.8872018294	dirac
0.8871893087	netscape
0.8871564786	multifunctional
0.8871487567	ku
0.8871271598	frog
0.8871266044	xen
0.8871224405	donald
0.8871178724	otter
0.8871100610	clarke
0.8870970498	leeds
0.8870897892	cactus
0.8870565615	cantor
0.8870497767	counterpoint
0.8870454284	oc
0.8870331987	renaissance
0.8870190759	jacobians
0.8869819069	fujitsu
0.8869805232	rook
0.8869585963	stein
0.8869457330	strip
0.8869371448	householder
0.8869275096	circus
0.8869236864	chameleon
0.8869082512	williams
0.8868938263	prosite
0.8868846537	peano
0.8868765056	sonic
0.8868653545	singapore
0.8868556694	heapsort
0.8868489563	mesa
0.8868461025	county
0.8868285997	friedman
0.8868103882	fund
0.8868103045	lidar
0.8868061079	opera
0.8867929957	dutch
0.8867890312	mon
0.8867870305	formale
0.8867810765	ian
0.8867779684	state's
0.8867621998	karp
0.8867517964	halo
0.8867444673	fujaba
0.8867438117	ariadne
0.8867422668	ivy
0.8867402234	transformational
0.8867384905	forschung
0.8867288289	deng
0.8866968800	meteor
0.8866961628	espresso
0.8866793713	dlv
0.8866782035	blogspace
0.8866560951	hierarchial
0.8866393271	conformal
0.8866362059	labyrinth
0.8866277478	multibeam
0.8866242874	funktionen
0.8866138343	laplacian
0.8865914170	zipf
0.8865830317	ore
0.8865628182	hadoop
0.8865616177	gr
0.8865530546	tracer
0.8865396759	gflops
0.8865320392	posix
0.8865242874	euler's
0.8865107791	onemax
0.8865029895	tan
0.8865013163	groupwise
0.8864868291	proto
0.8864657391	agenten
0.8864408115	paraphrase
0.8864360252	beast
0.8864350708	intranet
0.8864234752	spring
0.8864210190	laplace
0.8864008642	antitrust
0.8863962472	weaver
0.8863790228	stern
0.8863760853	neil
0.8863657427	genbank
0.8863562849	taverna
0.8863481087	wang
0.8863148431	lévy
0.8863129075	park
0.8863084427	corrigendum
0.8862943465	multiresolutional
0.8862898531	satin
0.8862812457	dean
0.8862696347	alan
0.8862535203	emissivity
0.8862354869	salmon
0.8862271450	gaia
0.8862263978	gen
0.8862221199	swedish
0.8862086865	fieldbus
0.8861825403	rc4
0.8861715194	minnesota
0.8861691056	inp
0.8861536486	j2
0.8861449510	oasis
0.8861311527	deutsch
0.8861291154	est
0.8860911400	larch
0.8860755106	yap
0.8860694229	dinsar
0.8860684312	wordnet
0.8860470047	drama
0.8860242047	ultrasparc
0.8860125288	dexter
0.8860002717	palm
0.8859988577	scalapack
0.8859733455	minerva
0.8859648801	zigzag
0.8859486339	casl
0.8859469232	dram
0.8859283173	laboratory's
0.8858970388	ohio
0.8858673861	cyclical
0.8858404856	florida
0.8858402369	nut
0.8858385315	jane
0.8858320954	smyth
0.8858119697	locomotive
0.8858079340	frank
0.8858030207	venice
0.8857991073	cardinals
0.8857924389	hollywood
0.8857879615	pop
0.8857372368	dem
0.8857303721	robinson
0.8856941426	improvise
0.8856821880	sage
0.8856799092	dialectical
0.8856744200	mongolian
0.8856709422	stewart
0.8856630029	ether
0.8856350783	winter
0.8856044629	prams
0.8855878692	wright
0.8855846222	schnorr
0.8855843384	arnold
0.8855810623	hmmer
0.8855768543	zen
0.8855693135	nature's
0.8855587513	cork
0.8855462408	wolf
0.8855253627	propel
0.8855247012	mum
0.8855242874	valiant's
0.8855163279	cplex
0.8855030858	knight
0.8855030034	corporation's
0.8854789961	drams
0.8854605084	sect
0.8854491700	dienste
0.8854478706	eco
0.8854325395	newell
0.8854276678	xie
0.8854266395	clash
0.8853936378	eps
0.8853917478	stefan
0.8853841873	baton
0.8853715462	lego
0.8853590729	golog
0.8853540153	mul
0.8853492464	india
0.8853326653	raid
0.8853278628	university's
0.8853265440	aibo
0.8853222441	negentropy
0.8852958576	unity
0.8852894758	conan
0.8852877503	cirrus
0.8852538692	microblog
0.8852528358	med
0.8852509673	caterpillar
0.8852442997	italian
0.8852390498	proteus
0.8852252629	walter
0.8852138349	nmos
0.8852137054	alon
0.8851972905	c4
0.8851839996	mini
0.8851829945	ben
0.8851829945	tb
0.8851799206	dolce
0.8851659987	spect
0.8851536486	sentry
0.8851389015	coalgebraic
0.8851362584	teletraffic
0.8851255091	manhattan
0.8851032886	gripper
0.8850927233	bangladesh
0.8850745377	multilabel
0.8850732829	franz
0.8850682791	datenbanken
0.8850389686	peter
0.8850198883	monsoon
0.8849977598	sperm
0.8849945423	lru
0.8849838214	unite
0.8849766206	smartcard
0.8849317765	erdos
0.8849127467	maple
0.8849085766	jahre
0.8848964211	philips
0.8848729678	squirrel
0.8848616030	wie
0.8848610570	janus
0.8848407182	vt
0.8848379285	cnc
0.8848272639	milner
0.8848233671	knuth
0.8848103361	glow
0.8847928722	informatik
0.8847924226	pine
0.8847919296	opencl
0.8847681828	garden
0.8847612089	wan
0.8847604688	medline
0.8847514883	superconducting
0.8847509432	insar
0.8847364398	jupiter
0.8847347347	aero
0.8847345714	penumbra
0.8847298929	tropos
0.8847241890	dear
0.8847225988	penguin
0.8847204799	lava
0.8846829945	rcs
0.8846729621	calvin
0.8846501906	featureless
0.8846496612	av
0.8846430902	amber
0.8846357425	kirchhoff
0.8846342787	liu
0.8846335215	brooks
0.8846274807	reo
0.8846081828	noble
0.8845976473	pfaffian
0.8845960380	cgal
0.8845597311	rose
0.8845397676	circadian
0.8845384183	marsh
0.8845363229	kr
0.8845299004	marte
0.8845163279	sh
0.8845070992	sequentiality
0.8844896288	ralph
0.8844861997	mimetic
0.8844723314	chemoinformatics
0.8844696701	d.c
0.8844540575	tsunami
0.8844472802	mary
0.8844466812	iran
0.8844339597	doall
0.8844330317	info
0.8844113669	creole
0.8844008743	logik
0.8843838201	netze
0.8843817233	stanford
0.8843738023	basin
0.8843646128	trans
0.8843340528	mutational
0.8843088371	planetlab
0.8842893113	wen
0.8842791155	majorization
0.8842745604	multiway
0.8842633582	fano
0.8842612089	fm
0.8842403772	coaxial
0.8842313461	srams
0.8842267277	vmware
0.8842172503	fellowship
0.8842073625	west
0.8841849495	ingres
0.8841800862	pearl
0.8841467423	bifurcating
0.8841377134	olympics
0.8841160821	festival
0.8841079588	demons
0.8840944683	sandy
0.8840816718	anesthesia
0.8840773042	mesoscopic
0.8840646809	manchester
0.8840236246	meshfree
0.8840177384	sentinel
0.8840066827	squeeze
0.8839996983	int
0.8839952664	porto
0.8839923861	teaming
0.8839904113	netlib
0.8839817244	mozilla
0.8839800248	nelson
0.8839713562	finfet
0.8839648331	reviewer
0.8839518997	bullying
0.8839444274	paxos
0.8839356419	birkhoff
0.8839123317	cabin
0.8839118556	traveler
0.8838960380	ecl
0.8838789206	syslog
0.8838772062	shark
0.8838545816	mammoth
0.8838460281	janet
0.8838357723	rx
0.8838357723	squid
0.8838344727	titanium
0.8838337849	echo
0.8838298948	divisibility
0.8838208472	sige
0.8838096567	oxford
0.8838010607	nuprl
0.8837898212	dell
0.8837884179	hyperspace
0.8837852448	neuromorphic
0.8837846496	ultrafast
0.8837583961	ferry
0.8837531065	macbeth
0.8837138673	wirtschaftsinformatik
0.8837070902	osgi
0.8837041806	canadian
0.8837027530	biclique
0.8837018444	tram
0.8836960966	comic
0.8836724970	seabed
0.8836712618	lc
0.8836710722	pittsburgh
0.8836691056	eve
0.8836680843	toshiba
0.8836667762	crypto
0.8836568931	apex
0.8836557249	huang
0.8836542478	multilateral
0.8836520289	orca
0.8836266324	rams
0.8836249156	unleash
0.8836219578	shanghai
0.8836203936	imprint
0.8835996612	dv
0.8835981274	summit
0.8835807768	cics
0.8835797159	lite
0.8835696617	osi
0.8835633511	eng
0.8835613692	spectrometer
0.8835606087	choke
0.8835478640	korea
0.8835370738	smodels
0.8835285582	rice
0.8835222644	visio
0.8835209145	demosaicing
0.8835008241	malaysia
0.8835007999	smos
0.8834992449	adams
0.8834771875	punch
0.8834511393	quasigroups
0.8834471346	untraceable
0.8834427550	eiffel
0.8834376454	minimax
0.8834329768	unfoldings
0.8834041816	pennsylvania
0.8834027416	cryptology
0.8833993385	restful
0.8833858427	sounder
0.8833786627	lamps
0.8833776433	lewis
0.8833753922	labview
0.8833662525	clan
0.8833647959	jpeg
0.8833593693	o2
0.8833352084	lamp
0.8833132252	merlin
0.8833101822	prometheus
0.8833094815	thai
0.8832820289	chlorophyll
0.8832812039	su
0.8832674048	cyclone
0.8832553704	lorentz
0.8832542112	armstrong
0.8832399949	slippery
0.8832377439	cypress
0.8832152416	bay
0.8832137504	tsplib
0.8832037331	ab
0.8832018323	bandwagon
0.8831932974	chorus
0.8831783100	fingerprinting
0.8831778756	io
0.8831754470	riesz
0.8831743407	sapphire
0.8831430662	galaxy
0.8831372054	mathematik
0.8831360188	cardio
0.8831273495	blog
0.8831251727	london
0.8831236428	lt
0.8830704782	indonesian
0.8830624953	capon
0.8830502084	leach
0.8830423861	microcellular
0.8830369331	rendezvous
0.8830349124	pigs
0.8830343868	piston
0.8830326868	shepherd
0.8830086439	suburban
0.8829829945	gl
0.8829746612	grape
0.8829627087	id3
0.8829613811	schneider
0.8829534893	chen
0.8829474974	amsterdam
0.8829474446	brazil
0.8829457160	lipton
0.8829429166	sherlock
0.8829349154	flare
0.8829159726	tele
0.8829085766	thompson
0.8829057119	systemc
0.8829013349	parlay
0.8828736428	ode
0.8828725369	miller
0.8828723645	boss
0.8828612089	smil
0.8828605397	korean
0.8828377766	sigir
0.8828357723	rob
0.8828333812	pump
0.8828106519	chicago
0.8828103882	microsystems
0.8828064847	stereographic
0.8827919188	taylor
0.8827909710	suicide
0.8827829945	pcf
0.8827817847	cooperativity
0.8827720202	mosaic
0.8827570992	subway
0.8827554983	minmax
0.8827437837	jordan
0.8827054796	brown
0.8826854531	tony
0.8826845769	damp
0.8826796049	homomorphic
0.8826738755	pakistan
0.8826707509	camellia
0.8826689486	multitemporal
0.8826594226	kumar
0.8826562954	maria
0.8826374719	mace
0.8826372794	cur
0.8826311480	liberty
0.8826296982	kiel
0.8826078710	hydrocarbons
0.8825798809	guha
0.8825781756	holter
0.8825662587	rambus
0.8825642176	balsa
0.8825590058	battlespace
0.8825531702	junit
0.8825526468	cyborg
0.8825454779	isabelle
0.8825443602	renormalization
0.8825344727	multiplatform
0.8825258417	derivational
0.8825184553	essen
0.8825167429	lawn
0.8825163279	orb
0.8825124198	wildfire
0.8825078458	spreadsheet
0.8825073431	ac1
0.8824871781	p5
0.8824852736	baker
0.8824793089	gprs
0.8824753427	oopsla
0.8824711910	aneurysm
0.8824706534	informationssystemen
0.8824688919	ipsec
0.8824683309	deck
0.8824518294	lu
0.8824505907	leuven
0.8824487621	mastermind
0.8824463698	bentley
0.8824335584	annotator
0.8824293713	epic
0.8824270136	gem
0.8824096443	graphische
0.8824041806	gnutella
0.8824013631	informationssysteme
0.8823957349	adcs
0.8823943106	zhou
0.8823894284	systemes
0.8823864337	taxi
0.8823817244	charles
0.8823796296	feynman
0.8823744200	christian
0.8823714673	dermatology
0.8823680706	sourceforge
0.8823612440	datenbanksystemen
0.8823610308	adventure
0.8823581189	ipv4
0.8823523404	berkeley
0.8823440360	desert
0.8823315977	yen
0.8823223995	multigroup
0.8823067691	sniffer
0.8822857326	registry
0.8822787490	islamic
0.8822777511	man's
0.8822667247	fg
0.8822603693	neue
0.8822474435	midas
0.8822416596	pals
0.8822337192	sio
0.8822274704	gbps
0.8822265471	slovene
0.8822227617	hertz
0.8822131136	celtic
0.8822038585	campbell
0.8822034954	hate
0.8821949840	psychiatry
0.8821844616	contractible
0.8821757207	simon
0.8821694777	semisupervised
0.8821622127	rubric
0.8821512387	cuda
0.8821481478	infinitary
0.8821447591	texas
0.8821439692	urea
0.8821095012	mbps
0.8821072757	lett
0.8821068371	mimicry
0.8820941734	droop
0.8820929776	plenary
0.8820888823	gravity
0.8820758718	sigmod
0.8820733900	occam
0.8820719578	zhang
0.8820585257	zno
0.8820560469	adaline
0.8820333577	diploma
0.8820315395	ko
0.8820287989	rover
0.8819926729	kim
0.8819899750	river
0.8819885523	michael
0.8819756749	dial
0.8819672771	darboux
0.8819651780	hurricane
0.8819576552	pathfinder
0.8819572278	usb
0.8819568520	kung
0.8819551998	wishbone
0.8819525138	boston
0.8819503076	leukocyte
0.8819298513	bose
0.8819296381	cvs
0.8819133224	mario
0.8819119200	morton
0.8818918361	purple
0.8818885872	flex
0.8818871167	videotex
0.8818803130	antichain
0.8818775900	kansei
0.8818479241	outlook
0.8818302437	watt
0.8818177250	presenter
0.8818022738	gyro
0.8817995290	bacon
0.8817863229	tor
0.8817787989	approx
0.8817775581	airport
0.8817548475	schubert
0.8817469434	captcha
0.8817421136	gilbert
0.8817399496	gerald
0.8817394284	neuromagnetic
0.8817250682	lipid
0.8817234749	samba
0.8817123902	proportionate
0.8817063731	forma
0.8817060895	phantom
0.8817026719	prima
0.8817010607	owen
0.8816987104	miami
0.8816898234	speicher
0.8816682516	mathematica
0.8816302869	levy
0.8816250800	turkey
0.8816240827	prisma
0.8816173861	plaque
0.8816041178	isomap
0.8815996527	programmen
0.8815988895	hebrew
0.8815915357	thermodynamical
0.8815827680	kannada
0.8815827680	levinson
0.8815707606	sonet
0.8815526095	mosfet
0.8815513408	vitamin
0.8815493990	mole
0.8815423861	motorcycle
0.8815350917	kleinberg
0.8815335556	yahoo
0.8815324612	song
0.8815236428	lsb
0.8815218020	prophecy
0.8815178060	homotopic
0.8815163279	cgi
0.8815148763	greenstone
0.8815059285	unbundling
0.8815020686	gantry
0.8814929067	tweet
0.8814914063	pier
0.8814869645	vth
0.8814803537	flame
0.8814760237	nist
0.8814727746	pig
0.8814717395	temple
0.8814713214	opamp
0.8814671482	multiset
0.8814657492	karl
0.8814613737	booch
0.8814528406	quartz
0.8814513676	evolvable
0.8814258490	utrecht
0.8814228757	prairie
0.8814165404	jr
0.8814098734	pediatric
0.8814074676	rijndael
0.8814038439	ssl
0.8813980205	integrative
0.8813906973	eddies
0.8813790355	paged
0.8813515161	apps
0.8813335944	yago
0.8813196228	villa
0.8813090855	u.k
0.8813077533	strassen
0.8813055788	ent
0.8813005969	hoare
0.8812903094	gi
0.8812897585	beef
0.8812877503	beetle
0.8812623295	brian
0.8812617354	autopilot
0.8812439957	asia
0.8812274854	wrap
0.8812243074	struts
0.8812175206	prosper
0.8812102895	hawk
0.8812067447	mhz
0.8812067111	erratum
0.8812030426	actuarial
0.8811936653	hygiene
0.8811829945	dom
0.8811773004	dilemmas
0.8811691288	echocardiography
0.8811590224	hp
0.8811578623	catastrophe
0.8811449510	muse
0.8811360934	joshua
0.8811257900	prognostics
0.8811249232	harmonious
0.8811228653	chessboard
0.8811184960	gan
0.8811121322	una
0.8811113692	techno
0.8811078561	daten
0.8810996612	va
0.8810953338	fred
0.8810844417	seoul
0.8810770990	gyrokinetic
0.8810754053	isdn
0.8810739217	guardian
0.8810711416	radiography
0.8810710919	chang
0.8810707309	inpainting
0.8810705111	ulam
0.8810673861	geoscience
0.8810623512	bildung
0.8810620005	caise
0.8810591307	wash
0.8810454284	bl
0.8810407987	parsec
0.8810357644	correntropy
0.8810329945	midi
0.8810317037	turkish
0.8810288861	karlsruhe
0.8810187807	delphi
0.8810151992	french
0.8810149696	salton
0.8810106960	inverter
0.8809886692	bilingual
0.8809799847	logit
0.8809727746	neo
0.8809720460	accountants
0.8809608954	multifunction
0.8809576208	schaltungen
0.8809546305	aorta
0.8809481632	transputers
0.8809338808	dyslexia
0.8809319628	multilinear
0.8809293713	viii
0.8809220164	zm
0.8809173761	librarian
0.8809124489	hetero
0.8808949510	weka
0.8808910866	prozess
0.8808876745	collegiate
0.8808859428	jxta
0.8808858902	biography
0.8808858388	prim
0.8808706894	anna
0.8808654121	architekturen
0.8808563720	ithaca
0.8808465886	lo
0.8808453736	backscattered
0.8808421136	welch
0.8808296089	violin
0.8808128182	tokyo
0.8808039471	fig
0.8808011393	informatization
0.8807954284	bf
0.8807941734	algorithmics
0.8807864563	magma
0.8807815386	cmmi
0.8807800002	amnesia
0.8807703479	lai
0.8807687894	animator
0.8807683865	breaker
0.8807623915	australian
0.8807560622	pat
0.8807511826	chemotactic
0.8807481003	geosciences
0.8807474028	mike
0.8807428959	thyristor
0.8807423861	vibrational
0.8807402792	sync
0.8807284502	multitrack
0.8807278279	laguerre
0.8807138567	geostatistical
0.8807120951	ast
0.8807062855	yu
0.8806967789	anwendungen
0.8806910269	hamiltonicity
0.8806905289	novell
0.8806829945	mib
0.8806766393	meteosat
0.8806734037	gamer
0.8806701147	rhodes
0.8806689162	devil
0.8806672907	holmes
0.8806536486	c_2
0.8806361717	digging
0.8806249145	madrid
0.8806121322	chess
0.8806110675	improvisational
0.8806085963	kelly
0.8805907182	jade
0.8805819627	bush
0.8805770421	focs
0.8805686956	titan
0.8805661643	hopper
0.8805528759	relief
0.8805265440	gpss
0.8805184750	vacuity
0.8805013460	cords
0.8805012204	german
0.8804966718	ericsson
0.8804946023	hive
0.8804895034	metamodelling
0.8804890498	estelle
0.8804823902	retrospective
0.8804816540	azimuth
0.8804730382	axel
0.8804538720	stephen
0.8804293713	src
0.8804213958	codd
0.8804020686	parliamentary
0.8803895289	sphinx
0.8803688087	blasting
0.8803671104	chase
0.8803664063	cucumber
0.8803627080	e3
0.8803617935	mosquito
0.8803528110	cybernetic
0.8803484092	multibaseline
0.8803448200	kahn
